Institution,Researcher Name,Associated Facilities,Research Areas,Research Chairs/Grant Funding,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Alternative Fuels,Autonomy and AI,Batteries and Fuel Cells,Biocomposites,Coatings and Corrosion,Connected Vehicles,Control,Crashworthiness,Electronics,Forming and Joining,High Strength Steel,Hybrid and Electric Vehicles,Industrial Processes,Injury Prevention,Internal Combustion Engines,Lightweight Metals,Mechatronics,Nanotechnology,Networks and Security,"Noise, Vibration and Harshness",Polymers and Composite Materials,Powertrain,Sensors,Software,Stress and Fracture,Transportation and Charging,Vehicle Design
University of Toronto,"Liebeherr, Jorg",Network Research Laboratory,"Self-organizing networks for connected vehicles, peer to peer networks, ad hoc networks, machine-to-machine communications.","Nortel Chair in Network Architecture and Services
NSERC (Discovery Grants): Protocols and Algorithms for Large-scale Multi-Substrate Networks
NSERC (Collaborative Research and Development Grants): Hybrid Networks for Safety Critical Mobile Communication Systems.
NSERC (Discovery Grants): Towards an overlay network architecture.
NSERC (Strategic Projects - Group): Enabling heterogeneous self-organizing machine-to-machine networks.
NSERC (Department of National Defence Research Partnership): Mobile Service Overlay Networks for Time-Sensitive Applications.",Connected vehicles,Networks and security,,,,,,,,,x,,,,,,,,,,,,,x,Err:507,,,,,,,
University of Toronto,"Mandelis, Andreas",Centre for Advanced Diffusion-Wave and Photacoustic Technologies (CADIPT),"Non-destructive testing and imaging technologies, detecting flaws and strength in lightwieght materials.",Canada Research Chair in Diffusion-Wave Sciences and Technologies,Industrial processes,,,,,,,,,,,,,,,,,x,,,,,,,Err:507,,,,,,,
University of Toronto,"Master, Emma",Bioproducts Research Lab,Biomolecular synthesis of sustainable materials and chemicals. ,"Ontario Research Fund - Infrastructure: Biotechnology for Wood Fibre Processing and Engineering.
NSERC (Discovery Grants Program): Biomolecular Self-Assembly of Hydrophobins and Fusion Constructs for Biocatalytic Surfaces and Multi-enzyme Complexes.
NSERC (Engage Plus Program): Development of 100% biobased adhesive for applications in engineered wood products.",Biocomposites,,,,,,,,x,,,,,,,,,,,,,,,,Err:507,,,,,,,
University of Toronto,"Mims, Charles",Ontario Centre for Characterization of Advanced Materials (OCCAM),"Catalysis and heterogenous reactions in solid oxide fuel cells, materials processing, advanced materials characterization.","Ontario Research Fund - Infrastructure: An Integrated Centre for Surface and Interfacial Analysis of Advanced Materials.
No NSERC. (Since 2015)",Batteries and fuel cells,Polymers and composite materials,,,,,,x,,,,,,,,,,,,,,,,,Err:507,x,,,,,,
University of Toronto,"Mizobuchi, Sachi",Interactive Media Lab,"Human machine interaction, driver distraction, mental workload, human perception, usability and user experience, user centred design, human-robot interaction.",,Connected vehicles,,,,,,,,,,x,,,,,,,,,,,,,,Err:507,,,,,,,
University of Toronto,"Mostaghimi, Javed","Centre for Advanced Coating Technologies
Toronto Institute of Advanced Manufacturing","Thermal spray coatings, simulation of droplets in spray coating processes","NSERC: Towards a Complete Model of DC Plasma Spray Coating Process.
Ontario Research Fund - Excellence: High-efficiency spray-formed metal foam heat exchangers for high temperature energy conversion and recovery
Canadian Foundation for Innovation: Advanced Thermal Spray Process Diagnostics and Coating Characterization Facilities",Coatings and corrosion,,,,,,,,,x,,,,,,,,,,,,,,,Err:507,,,,,,,
University of Toronto,"Mrad, R. Ben",Mechatronics and Microsystems Design Laboratory,"Mechatronics and MEMS, piezoceramic actuators and sensors, microactuators and microfluidic systems, MEMS fabrication, smart materials based devices.",,Mechatronics,Nanotechnology,Sensors,,,,,,,,,,,,,,,,,,,x,x,,Err:507,,,x,,,,
University of Toronto,"Naguib, Hani","Smart and Adaptive Polymers Lab
Toronto Institute of Advanced Manufacturing","Manufacturing new materials, smart materials, multi-functional polymers, dynamics and properties of polymers, modelling of polymer properties.",,Polymers and composite materials,,,,,,,,,,,,,,,,,,,,,,,,Err:507,x,,,,,,
University of Toronto,"Ng, Wai Tung",Smart Power Integration and Semiconductor Devices Research Group,"Integrating power and RF devices to form single chip systems for automotive applications, VLSI power management circuits, portable power.",,Electronics,,,,,,,,,,,,,x,,,,,,,,,,,Err:507,,,,,,,
University of Toronto,"Ozin, Geoffrey",Ozin Materials Research Group,"Solar fuels, nanomaterials.","Canada Research Chair in Materials Chemistry and Nanochemistry
NSERC (Discovery Grants Program): Silicon Nanochemistry.",Alternative fuels,Nanotechnology,,,,x,,,,,,,,,,,,,,,,,x,,Err:507,,,,,,,
University of Toronto,"Park, Chul","Microcellular Plastics Manufacturing Laboratory
Toronto Institute of Advanced Manufacturing
Centre for Biocomposites and Biomaterials Processing
Fraunhofer Project Centre @ Western","Foamed microcellular plastics production and forming, including production for lightweight automotive parts, microcellular processing technologies development, cell growth and shaping, modelling of foaming.","Former Canada Research Chair in Polymer Processing Technologies
NSERC (Collaborative Research and Development Grants): Development of innovative polymer nanocomposite foams.
NSERC (Engage Grants Program): Injection foam molding of poly lactic acid (PLA) blended with poly hydroxy alkanoate (PHA) to improve impact properties.
NSERC (Discovery Grants Program): Fundamentals of Multi-Functional, Microcellular and Nanocellular Foams.",Polymers and composite materials,Forming and joining,,,,,,,,,,,,,x,,,,,,,,,,Err:507,x,,,,,,
University of Toronto,"Pershin, Valerian (Larry)",Centre for Advanced Coating Technologies,"Thermal spray processes, direct current plasma generation, coating application and performance, spray process diagnostics.",,Coatings and corrosion,,,,,,,,,x,,,,,,,,,,,,,,,Err:507,,,,,,,
University of Toronto,"Plataniotis, Kostas",Multimedia Laboratory,"Advanced sensor and vision technologies to assess the congitive loads on drivers, statistical signal processing, image processing, pattern recognition",Bell Canada Chair in Multimedia,Autonomy and AI,Connected vehicles,Sensors,,,,x,,,,x,,,,,,,,,,,,,,Err:507,,,x,,,,
University of Toronto,"Poursorkhabi, Vida",Centre for Biocomposites and Biomaterials Processing (CBBP),"Lignin materials and characterization, electrospinning of biopolymers,polymer characterization, nanotechnology, production of interior car parts.",,Biocomposites,Polymers and composite materials,Nanotechnology,,,,,,x,,,,,,,,,,,,,,x,,Err:507,x,,,,,,
University of Toronto,"Sain, Mohini","Centre for Biocomposites and Biomaterials Processing (CBBP)
Ontario BioCar Initiative
Biomaterials Discovery & Development Centre","Engineering industrial bio-plastics from natural plant fibres, including for impact-resistant automotive parts, nano-engineering of sustainable materials.","NSERC (Automotive Partnership Canada): Design and manufacturing of direct micro- and long-fibre lightweight composites.
Ontario Research Fund - Excellence: Clean Manufacturing and Nano-engineering of Sustainable Materials.
Ontario Research Fund - Excellence: The Ontario BioCar Initiative (collaboration with Guelph, Waterloo, Windsor).",Biocomposites,Crashworthiness,Polymers and composite materials,Nanotechnology,,,,,x,,,,x,,,,,,,,,,x,,Err:507,x,,,,,,
University of Toronto,"Salimi-Jazi, Hamid Reza",Centre for Advanced Coating Technologies,"Near net shape forming of alloys and composites, solid oxide fuel cell coatings.",,Forming and joining,Batteries and fuel cells,Lightweight metals,Polymers and composite materials,,,,x,,,,,,,x,,,,,,x,,,,Err:507,x,,,,,,
University of Toronto,"Sanner, Scott",Data-Driven Decision Making Lab (D3M),"Machine learning, Smart Cities and transportation optimization through autonomy, adaptive user interfaces for enhanced network security.","NSERC (Engage Grants Program): Machine learning enabled adaptive user interfaces for enhanced network security.
NSERC (Discovery Grants Program): Continuous Decision Diagrams for Machine Learning and Decision-theoretic AI Planning",Autonomy and AI,Connected vehicles,Networks and security,Transportation and charging,,,x,,,,x,,,,,,,,,,,,,x,Err:507,,,,,,x,
University of Toronto,"Sargent, Edward",Sargent Group,"Nanotechnology and its application to communications and computing, tapping new energy sources.","Canada Research Chair in Nanotechnology
NSERC (Discovery Frontiers): Bio-inspired solar energy - Development.
NSERC (Strategic Project): A monolithically integrated infrared quantum dot laser for silicon photonics.
NSERC (Collaborative Research and Development Grants): Atmospheric remediation via NOX degradation: the development of TiO2 materials for photocatalytic coatings that absorb visible light.
NSERC (Discovery Grants Program):  Inorganic Colloidal Quantum Dot Solar Cells.",Nanotechnology,Networks and security,,,,,,,,,,,,,,,,,,,,,x,x,Err:507,,,,,,,
University of Toronto,"Saville, Bradley",Ontario BioCar Initiative,"Biofuels and energy, biodiesel and biogas, industrial applications of enzymes.",,Alternative fuels,,,,,x,,,,,,,,,,,,,,,,,,,Err:507,,,,,,,
University of Toronto,"Schoellig, Angela","Dynamic Systems Lab
University of Toronto Institute for Aerospace Studies (UTIAS)","The interface of robotics, controls and machine learning; performance, safety and autonomy of robots through machine learning; motion planning, control and learning algorithms for self-driving vehicles.",,Autonomy and AI,Control,,,,,x,,,,,x,,,,,,,,,,,,,Err:507,,,,,,,
University of Toronto,"Sinclair, Tony",Ultrasonic Nondestructive Evaluation Laboratory,"Non-destructive material characterization by means of ultrasound for industrial applications, exact measurement of defect size.",,Industrial processes,,,,,,,,,,,,,,,,,x,,,,,,,Err:507,,,,,,,
University of Toronto,"Singh, Chandra Veer","Computational Materials Engineering Laboratory
Toronto Institute of Advanced Manufacturing","Materials modelling for testing, modelling deformation, fracture and failure, designing ultra-strong alloys by nanostructuring, improving materials properties, manufacturing automotive parts from biomaterials.","Ontario Research Fund - Infrastructure: Mechanical Characterization Platform for Integrated Computational Materials Engineering Laboratory
NSERC (Discovery Grants Program):  Enhancing the performance limits of nano-structured materials through atomistic modeling, experimental validation and design optimization.",Stress and fracture,Lightweight metals,Nanotechnology,Biocomposites,,,,,x,,,,,,,,,,,,x,,x,,Err:507,,,,,x,,
University of Toronto,"Spelt, Jan","Centre for Biocomposites and Biomaterials Processing (CBBP)
Toronto Institute of Advanced Manufacturing","Mechanics of materials and manufacturing processes, adhesive bonding, erosion and wear in manufacturing, abrasive jet micromachining, wood-based materials, tribology.",,Industrial processes,Forming and joining,Biocomposites,,,,,,x,,,,,,x,,,x,,,,,,,Err:507,,,,,,,
University of Toronto,"Steeves, Craig","Advanced Aerospaces Structures Lab
University of Toronto Institute for Aerospace Studies (UTIAS)","Lightweight structure of aerospace applications, lightweight materials with tailored properties, fibre composite structures, nanocrystalline metals.",,Lightweight metals,Polymers and composite materials,,,,,,,,,,,,,,,,,,,x,,,,Err:507,x,,,,,,
University of Toronto,"Sullivan, Pierre",Turbulence Research Lab,"Fluid mechanics, automotive engineering, aerodynamics, fluid flows and turbulence, hydrodynamics, modelling.",,Vehicle design,,,,,,,,,,,,,,,,,,,,,,,,Err:507,,,,,,,x
University of Toronto,"Thomson, Murray",Combustion Research Laboratory,"Alternative energy, clean combustion, biofuel engines.","NSERC CREATE Program Director in Clean Combustion Engines
NSERC (Engage Grants Program): New combustion modelling capability for engine design and pollution control.
NSERC (Strategic Workshops Program): Natural Gas Engine Network.
NSERC (Discovery Grants Program):  Enhancing the Scientific Understanding of Nanoparticle Formation in Flames.",Internal combustion engines,Alternative fuels,,,,x,,,,,,,,,,,,,,x,,,,,Err:507,,,,,,,
University of Toronto,"Tran, Honghi",Pulp and Paper Centre,"Energy recovery for industrial plants, thermal energy storage systems for automobiles.",Automotive Partnership Canada: Innovative thermal energy storage system for use in automobiles.,Industrial processes,,,,,,,,,,,,,,,,,x,,,,,,,Err:507,,,,,,,
University of Toronto,"Trescases, Olivier",Energy Systems Group,High efficiency switched-mode power converters for automotive applications.,"NSERC (Discovery Grants Program): Advanced Power Electronic Converters for Improved Energy Efficiency in Photovoltaic and Automotive Applications.
Ontario Research Fund - Infrastructure: Advanced Power Electronics and Smart Power IC Research Laboratory for Automotive, Industrial, Aerospace and Photovoltaic Energy Applications.
Canadian Foundation for Innovation: Advanced Power Electronics and Smart Power IC Research Laboratory for Automotive, Industrial, Aerospace and Photovoltaic Energy Applications.",Electronics,,,,,,,,,,,,,x,,,,,,,,,,,Err:507,,,,,,,
University of Toronto,"Urtasun, Raquel",Unknown.,"Computer vision, machine learning, remote sensing and robotics with key applications for the automotive industry, autonomous vehicle technologies.","Canada Research Chair in Machine Learning and Computer Vision
NSERC (Discovery Grants Program): Holistic Models for Autonomous Driving.",Autonomy and AI,,,,,,x,,,,,,,,,,,,,,,,,,Err:507,,,,,,,
University of Toronto,"Valaee, Shahrokh",Wireless and Internet Research Lab (WIRLab),"Vehicular ad hoc networks, V2V and V2X communications, wireless access for vehicular entertainment, signal processing, wireless networks, big data, machine learning, privacy, Internet of Things, location estimation.","NSERC (Strategic Projects - Group): Location-aware Security and Privacy in 5G Wireless Networks.
NSERC (Collaborative Research and Development Grants): Automatic vehicle identification using WiFi positioning.
NSERC (Discovery Grants): Privacy Preserving Location Estimation.
NSERC (Discovery Grants) Effective sampling of received signal strength for location estimation.
NSERC (Strategic Projects - Group): Ubiquitous Intelligent Sensing and Networking for Mobile Users.
NSERC (Discovery Grants): Space time scheduling for broadband wireless communications.
NSERC (Collaborative Research and Development Grants): Multihop/Mesh Communications in Vehicular Networks.
NSERC (Engage Grants Program): Low latency auditory system using WiFi technology.
NSERC (Strategic Projects - Group): Wireless access in vehicular environment.",Autonomy and AI,Connected vehicles,Networks and security,,,,x,,,,x,,,,,,,,,,,,,x,Err:507,,,,,,,
University of Toronto,"Wallace, James",Engine Research and Development Laboratory,"Combustion of alternative fuels, engine exhaust reduction, particulate filters, clean combustion.","NSERC (Discovery Grants Program): PM emissions from mixing-controlled combustion in natural gas fueled engines.
NSERC (Discovery Grants Program): Exploring Human Perception and Interaction in Multi-Device Environments.",Alternative fuels,Internal combustion engines,,,,x,,,,,,,,,,,,,,x,,,,,Err:507,,,,,,,
University of Toronto,"Waslander, Steven","University of Toronto Institute for Aerospace Studies (UTIAS)
Toronto Robotics and AI Laboratory (TRAILab)
Centre for Aerial Robotics Research and Education","CVAVs: aerial and terrestrial autonomous vehicles, autonomous perception and navigation in unknown environments, cooperative and non-cooperative multi-agent control, embedded systems.","NSERC (Collaborative Research and Development Grants): Autonomous driving strategies for urban and highway environments.
NSERC (Discovery Grants Program):  Autonomous Aerial Vehicle Navigation without Reliance on GPS.",Autonomy and AI,Control,,,,,x,,,,,x,,,,,,,,,,,,,Err:507,,,,,,,
University of Toronto,"Winnik, Mitchell",Winnik Research Group,"Pressure sensitive paints for industrial applications, polymers.","NSERC (Collaborative Research and Development Grants): Understanding polymer diffusion in thermoset epoxy-based waterborne coatings and its influence on final film properties.
NSERC (Discovery Grants Program):  Polymer conformation, Dynamics, and Morphology.",Coatings and corrosion,Polymers and composite materials,,,,,,,,x,,,,,,,,,,,,,,,Err:507,x,,,,,,
University of Toronto,"Yan, Ning",Endowed Value-Added Wood and Composite Chair,"Forest-based biomaterials and composites, bio-based adhesives, development of lightweight sandwich panels for automotive applications.","Ontario Research Fund - Excellence: Bark Bio-refinery: Green Adhesives and Bio-based Foams from Bark.
NSERC (Discovery Grants Program): Value-added Chemicals and Other Bio-based Products from Bark.",Biocomposites,,,,,,,,x,,,,,,,,,,,,,,,,Err:507,,,,,,,
University of Toronto,"Yang, Zhengbao","Vibration, Design and Mechatronics Laboratory","Self-powered sensor systems for vehicles, high efficiency and broad-bandwidth vibration energy harvesters using smart materials.",,Sensors,,,,,,,,,,,,,,,,,,,,,,,,Err:507,,,x,,,,
University of Toronto,"Yu, Sun",Advanced Micro and Nanosystems Laboratory,"Robotics and automation at micro-nanometer scales, precision instrumentation for industrial applications, MEMS, microfluidics.","Canada Research Chair in Micro and Nano Engineering Systems
Ontario Research Fund - Infrastructure: Infrastructure for Manipulation on the Micro and Nano Scales",Industrial processes,Nanotechnology,,,,,,,,,,,,,,,,x,,,,,x,,Err:507,,,,,,,
University of Toronto,"Zu, Jean","Vibration, Design and Mechatronics Laboratory","Mechanical vibrations and dynamics of machinery and automobiles, automotive mechatronics,  modelling and analysis of vibration systems, vibration testing and measurement, design and development of actuators and energy harvesters.",NSERC (Engage Grants Program): New energy harvester for self-powered monitoring sensor systems in the powertrain system.,"Noise, vibration and harshness",Mechatronics,Sensors,,,,,,,,,,,,,,,,,,,x,,,Err:507,,,x,,,,
University of Waterloo,"Agnew, Gordon",WATCAR,"CVAVs: cryptography and data security, high speed communications networks.",No NSERC. (Since 2010),Networks and security,Connected vehicles,,,,,,,,,x,,,,,,,,,,,,,x,Err:507,,,,,,,
University of Waterloo,"Alev, Sibel Alumur",WATCAR,"Supply chain: supply chain management, hub location and hub network design.",NSERC (Discovery Grants Program): Hub Location and Hub Network Design.,Industrial processes,,,,,,,,,,,,,,,,,x,,,,,,,Err:507,,,,,,,
University of Waterloo,"Antkiewicz, Michal","NECSIS
Generative Software Development Lab
NSERC CREATE in Product-Line Engineering for Cyber-Physical Systems",Software for automotive applications.,,Software,,,,,,,,,,,,,,,,,,,,,,,,Err:507,,,,x,,,
University of Waterloo,"Atlee, Joanne","NECSIS
WATCAR","Software specification, analysis of software requirements and specifications with computer-aided tools and techniques, software modelling, model checking, software engineering.",NSERC (Discovery Grants Program): Modelling and Analysis of Feature-Oriented Software. ,Software,,,,,,,,,,,,,,,,,,,,,,,,Err:507,,,,x,,,
University of Waterloo,"Azad, Nasser Lashgarian","Smart Hybrid and Electric Vehicle Systems Lab
Waterloo Institute for Sustainable Energy
WATCAR","Powertrains and emissions: modelling, design, and optimal control of advanced vehicle systems, model-based design tools for automotive systems, optimization of power management in hybrid vehicles, speed trajectory control for fuel-optimal driving, cold start engine emissions reduction.","NSERC (Automotive Partnership Canada): Intelligent control systems for low-emission energy-optimal plug-in hybrid and electric vehicles.
NSERC (Discovery Grants Program): Smart powertrains for optimized fuel economy and reduced emissions.
Ontario Research Fund - Infrastructure: Hardware-in-the-Loop Simulation Platform for Intelligent Hybrid Cars.
Canadian Foundation for Innovation: Hardware-in-the-Loop Simulation Platform for Intelligent Hybrid Cars.",Hybrid and electric vehicles,Vehicle design,Powertrain,Control,Internal combustion engines,,,,,,,x,,,,,x,,,x,,,,,Err:507,,x,,,,,x
University of Waterloo,"Ban, Dayan",Waterloo Institute for Nanotechnology,"Optoelectronics, lasers, infrared imaging devices, nanotechnology and nanofabrication.","NSERC (Collaborative Research and Development Grants): Mid-infrared semiconductor laser for alcohol detection.
NSERC (Strategic Projects): Novel Terahertz Devices and Systems for Wireless Communications.
NSERC (Discovery Grants Program): Design, fabrication and characterization of high-performance terahertz quantum cascade lasers.",Electronics,Nanotechnology,,,,,,,,,,,,x,,,,,,,,,x,,Err:507,,,,,,,
University of Waterloo,"Basir, Otman","Centre for Pattern Analysis and Machine Intelligence
WATCAR","CVAVs: human-computer interaction, intelligent embedded systems, sensory systems design.
Powertrains and emissions: hybrid systems.",NSERC (Discovery Grants Program): Multimodal Mobility Modeling and Traffic Profiling in Cyber-Physical Systems.,Sensors,Connected vehicles,Hybrid and electric vehicles,Autonomy and AI,,,x,,,,x,,,,,,x,,,,,,,,Err:507,,,x,,,,
University of Waterloo,"Bedi, Sanjeev",WATCAR,"Precision machining control, automated polishing, surface evaluation, complex machining methods.",NSERC (Discovery Grants Program): Unassisted 5-axis tool path planning for machining complex surfaces.,Forming and joining,,,,,,,,,,,,,,x,,,,,,,,,,Err:507,,,,,,,
University of Waterloo,"Behravesh, Seyed Behzad",Fatigue and Stress Analysis Lab,"Fatigue of spot-welded magnesium alloys, fatigue estimation.",,Lightweight metals,Stress and fracture,,,,,,,,,,,,,,,,,,,x,,,,Err:507,,,,,x,,
University of Waterloo,"Berger, Thorsten","NECSIS
Generative Software Development Lab","Model-driven and empirical software engineering, static program analysis, software product lines and software ecosystems, highly configurable embedded and safety-critical systems.",,Software,,,,,,,,,,,,,,,,,,,,,,,,Err:507,,,,x,,,
University of Waterloo,"Bhattacharya, Kankar",Waterloo Institute for Sustainable Energy,Smart grids and electric vehicles in power distribution systems.,,Transportation and charging,,,,,,,,,,,,,,,,,,,,,,,,Err:507,,,,,,x,
University of Waterloo,"Bookbinder, James","WATCAR
Waterloo Management of Integrated Manufacturing Systems (WATMIMS)","Supply chain: production management, applied operations, logistics/inventory management, modes of transportation and transportation systems.",NSERC (Discovery Grants Program): Logistics and Transportation in Supply Chains.,Industrial processes,Transportation and charging,,,,,,,,,,,,,,,,x,,,,,,,Err:507,,,,,,x,
University of Waterloo,"Boumaiza, Slim","Centre for Pattern Analysis and Machine Intelligence
Developing Next Generation Intelligent Vehicular Networks and Applications (DIVA) Network
WATCAR
Emerging Radio Systems Group (EmRG)","CVAVs: signal processing algorithms for wireless communication, advanced radio technologies.","NSERC (Discovery Grants Program): Energy Efficient adaptive transmitters for 4G wireless radio systems: New Design Paradigm and Enabling Techniques. 
NSERC (Collaborative Research and Development Grants): High Efficiency and Ultra Linear Broadband and Multiband Power Amplifers for 4G Wireless Base Stations.
NSERC (Strategic Projects): Milimeter wave Semiconductor Device Characterization and Modeling Framework for Holistic Design of Novel 5G Wireless RF Devices. 
NSERC (Strategic Projects): Digitally-assisted analog/RF circuits for enhancing the performance of 5G milimeter-wave massive MIMO transceivers.",Networks and security,Connected vehicles,,,,,,,,,x,,,,,,,,,,,,,x,Err:507,,,,,,,
University of Waterloo,"Burns, Catherine",WATCAR,CVAVs: graphical interface design and visualization.,NSERC (Discovery Grants Program): Understanding Adaptive Interfaces.,Connected vehicles,,,,,,,,,,x,,,,,,,,,,,,,,Err:507,,,,,,,
University of Waterloo,"Callaghan, Jack",WATCAR,Safety: lower back pain and injury.,"Canada Research Chair in Spine Biomechanics and Injury Prevention 
NSERC (Discovery Grants Program): Techniques and Tools for Power system Operation and Control in the New Smart Grid Enviornment.",Injury Prevention,,,,,,,,,,,,,,,,,,x,,,,,,Err:507,,,,,,,
University of Waterloo,"Canizares, Claudio",WATCAR,"Battery charging systems, smart charging systems.",NSERC (Discovery Grants Program): Techniques and Tools for Power system Operation and Control in the New Smart Grid Environment.,Transportation and charging,,,,,,,,,,,,,,,,,,,,,,,,Err:507,,,,,,x,
University of Waterloo,"Casello, Jeff",WATCAR,"Public transportation and highway systems, travel forecasting models.","NSERC (Discovery Grants Program): Sustainable Transportation Modeling.
NSERC: Improving transit representation in travel forecasting models. 
Ontario Research Foundation: iCity Urban Informatics for Sustainable Metropolitan Growth. 
SSHRC (Partnership Development Grant): Light Rail and Core Area Intensification - Unpacking Casual Relationships.
Funded by the City of Edmonton/R.A. Malatest: Application of smart-phones to gather travel behavior in the City of Edmonton. 
Funded by the City of Kingston: Exploring the impacts of transit passes on students' behaviour.",Transportation and charging,,,,,,,,,,,,,,,,,,,,,,,,Err:507,,,,,,x,
University of Waterloo,"Chen, Pu","Waterloo Institute for Nanotechnology
Waterloo Institute for Sustainable Energy
WATCAR","Biomaterials design, nanotechnology, polymer and biopolymer synthesis.","NSERC (Discovery Grants Program): Surface Thermodynamics and Adsorption Kinetics: Surface Tension and its Associated Properties.
NSERC (Engage Grants Program): Graphene Oxide Stability and Electrocatalysis Towards Electrolyte Degradation at High Electrochemical Potentials.",Biocomposites,Nanotechnology,Polymers and composite materials,,,,,,x,,,,,,,,,,,,,,x,,Err:507,x,,,,,,
University of Waterloo,"Chen, Zhongwei","Waterloo Institute for Nanotechnology
Waterloo Institute for Sustainable Energy
WATCAR","Advanced nanostructured conductive polymers, nanocomposite membranes for fuel cells, nanostructured fuel cell catalysts, electric vehicles, PEM fuel cells.","Canada Research Chair in Advanced Materials for Clean Energy
NSERC (Research Tools and Instruments): Atomic Layer Deposition for Advanced Materials Development in Electrochemical Energy Research. 
NSERC (Discovery Grants Program): Advanced Graphene Based Non-Precious Catalysts for Fuel Cells.
NSERC (Engage Grants Program): Advanced Lithium-Ion Zinc Flow Battery.
NSERC (Engage Grants Program): High Performance Silicon-Sulfur Battery.
NSERC (Dicovery Grants Program): Advanced Graphene Based Non-Precious Catalysts for Fuel Cells.
NSERC (Collaborative Research and Development Grants): Advanced Nano-Engineered Composite Membranes for Next Generation of Alcohol Fuel Cell Sensors.
NSERC (Strategic Projects): Advanced Multi-Functional Free-Standing Graphene Film Based Fuel Cell Caralysts.",Nanotechnology,Polymers and composite materials,Batteries and fuel cells,Hybrid and electric vehicles,,,,x,,,,,,,,,x,,,,,,x,,Err:507,x,,,,,,
University of Waterloo,"Chou, Perry","Waterloo Institute for Sustainable Energy
WATCAR","Biofuel production (biohydrogen, biodiesel, biobutane), biomanufacturing and bioprocessing.",Former Canada Research Chair in Biomanufacturing,Alternative fuels,Industrial processes,,,,x,,,,,,,,,,,,x,,,,,,,Err:507,,,,,,,
University of Waterloo,"Clausi, David",WATCAR,"CVAVs: computer vision, digital image processing, pattern recognition.",NSERC (Discovery Grants Program): Remote Sensing Scene Classification. ,Autonomy and AI,Sensors,,,,,x,,,,,,,,,,,,,,,,,,Err:507,,,x,,,,
University of Waterloo,"Croiset, Eric","Waterloo Institute for Sustainable Energy
WATCAR","Emissions control using CO2 abatement technologies, hydrogen production, solid oxide fuel cell (SOFC) simulation and modelling, electric vehicles.",NSERC (Discovery Grants Program): Low and Intermediate Temperature Metal Supported Solid Oxide Fuel Cell Operation with Practical Fuels. ,Alternative fuels,Batteries and fuel cells,Hybrid and electric vehicles,,,x,,x,,,,,,,,,x,,,,,,,,Err:507,,,,,,,
University of Waterloo,"Cronin, Duane","Impact Mechanics and Material Characterization Group
Centre for Advanced Materials Joining
WATCAR","High-rate materials characterization.
Safety: automotive crash and occupant simulation, automotive crashworthiness, trauma prediction, impact biomechanics.",NSERC: Advanced human neck models with active musculature for enhanced vehicle safety.,Crashworthiness,Injury Prevention,,,,,,,,,,,x,,,,,,x,,,,,,Err:507,,,,,,,
University of Waterloo,"Culham, Richard",WATCAR,Thermal characterization of materials.,NSERC (Discovery Grants Program): Modelling of Heat Transfer Processes in Micro and Nano-scale Structures.,Polymers and composite materials,,,,,,,,,,,,,,,,,,,,,,,,Err:507,x,,,,,,
University of Waterloo,"Czarnecki, Krzysztof","NECSIS
Generative Software Development Lab
WATCAR","Embedded systems and software, generative programming and model-based software development, software design, software families and product lines, autonomous vehicle software.","NSERC (Research Tools and Instruments): WatAuto: Waterloo Automomous Driving Testbed.
NSERC (Strategic Projects): The Upgradable Car: Safely Extensible Automotive Systems and Software.",Software,Autonomy and AI,,,,,x,,,,,,,,,,,,,,,,,,Err:507,,,,x,,,
University of Waterloo,"Damen, Oussama",WATCAR,"CVAVs: multi-user detection, wireless communications, multiple-input multiple-output and space-time communications.",NSERC (Discovery Grants Program): Practical Coding and Decoding Schemes for the Interference Channel.,Networks and security,Connected vehicles,,,,,,,,,x,,,,,,,,,,,,,x,Err:507,,,,,,,
University of Waterloo,"Daun, Kyle","Waterloo Institute for Nanotechnology
WATCAR","Combustion diagnostics, optimal design of heat transfer systems.","Automotive Partnership Canada Project: Reheating furnace analysis and optimization for hot stamping automotive parts.
NSERC (Collaborative Research and Development Grants): Direct contact heating for hot forming die quenching.
NSERC (Collaborative Research and Development Grants): Infrared Absorption Chemical Species Tomography for Monitoring Fugitive Emissions. 
NSERC (Discovery Grants Program): Laser-Based Metrology for Engineered Aerosolized Nanoparticles.",Internal combustion engines,Forming and joining,Nanotechnology,,,,,,,,,,,,x,,,,,x,,,x,,Err:507,,,,,,,
University of Waterloo,"Day, Nancy",WATCAR,"Software engineering, system safety, hardware verification.",NSERC (Discovery Grants Program): Abstraction in Model-Driven Engineering.,Software,,,,,,,,,,,,,,,,,,,,,,,,Err:507,,,,x,,,
University of Waterloo,"Devaud, Cecile",WATCAR,"Turbulent combustion modelling, emissions, auto-ignition, spray/mixing.",NSERC (Discovery Grants Program): Development of computational tools for industrial combustion.,Internal combustion engines,,,,,,,,,,,,,,,,,,,x,,,,,Err:507,,,,,,,
University of Waterloo,"Elhedhli, Samir","Centre for Pattern Analysis and Machine Intelligence
WATCAR","Supply chain: supply chain design, logistics.",NSERC (Discovery Grants Program): Large Scale Optimization for Nonlinear Mixed Integer Programs and Applications. ,Industrial processes,,,,,,,,,,,,,,,,,x,,,,,,,Err:507,,,,,,,
